,GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization,add_numerical
177,G234167,Non-Essential,GTP-binding proteins,Cytoskeleton,Conditional phenotypes,PS00017,3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,3
178,G234167,Non-Essential,GTP-binding proteins,Cytoskeleton,Conditional phenotypes,PS00017,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,3
179,G234167,Non-Essential,GTP-binding proteins,Cytoskeleton,Conditional phenotypes,PS00017,3,METABOLISM,cytoskeleton,3
180,G234169,Non-Essential,ATPases,?,?,PS00013,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,3
181,G234169,Non-Essential,ATPases,?,?,PS00013,3,TRANSPORT FACILITATION,plasma membrane,3
182,G234169,Non-Essential,ATPases,?,?,PS00017,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,3
183,G234169,Non-Essential,ATPases,?,?,PS00017,3,TRANSPORT FACILITATION,plasma membrane,3
184,G234169,Non-Essential,ATPases,?,?,PS00022,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,3
185,G234169,Non-Essential,ATPases,?,?,PS00022,3,TRANSPORT FACILITATION,plasma membrane,3
186,G234169,Non-Essential,ATPases,?,?,PS00211,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,3
187,G234169,Non-Essential,ATPases,?,?,PS00211,3,TRANSPORT FACILITATION,plasma membrane,3
188,G234169,Non-Essential,ATPases,?,?,PS01186,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,3
189,G234169,Non-Essential,ATPases,?,?,PS01186,3,TRANSPORT FACILITATION,plasma membrane,3
190,G234169,Non-Essential,ATPases,?,?,PS01248,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,3
191,G234169,Non-Essential,ATPases,?,?,PS01248,3,TRANSPORT FACILITATION,plasma membrane,3
192,G234170,Non-Essential,Transcription factors,RNA processing complexes,?,?,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,3
193,G234170,Non-Essential,Transcription factors,RNA processing complexes,?,?,3,TRANSCRIPTION,nucleus,3
194,G234177,Non-Essential,GTP/GDP-exchange factors (GEFs),?,Cell morphology and organelle mutants,PS00720,3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",plasma membrane,3
195,G234177,Non-Essential,GTP/GDP-exchange factors (GEFs),?,Cell morphology and organelle mutants,PS00720,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,3
196,G234178,?,Transcription factors,?,?,?,3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,3
197,G234178,?,Transcription factors,?,?,?,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,3
198,G234178,?,Transcription factors,?,?,?,3,TRANSCRIPTION,nucleus,3
199,G234185,Non-Essential,Polymerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Sensitivity to aminoacid analogs and other drugs,?,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,3
200,G234185,Non-Essential,Polymerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Sensitivity to aminoacid analogs and other drugs,?,3,METABOLISM,nucleus,3
201,G234185,Non-Essential,Polymerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Sensitivity to aminoacid analogs and other drugs,?,3,TRANSCRIPTION,nucleus,3
202,G234185,Non-Essential,Polymerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Stress response defects,?,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,3
203,G234185,Non-Essential,Polymerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Stress response defects,?,3,METABOLISM,nucleus,3
204,G234185,Non-Essential,Polymerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Stress response defects,?,3,TRANSCRIPTION,nucleus,3
205,G234185,Non-Essential,Polymerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Unknown,?,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,3
206,G234185,Non-Essential,Polymerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Unknown,?,3,METABOLISM,nucleus,3
207,G234185,Non-Essential,Polymerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Unknown,?,3,TRANSCRIPTION,nucleus,3
208,G234191,Non-Essential,Transcription factors,Transcription complexes/Transcriptosome,"Auxotrophies, carbon and",?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
209,G234191,Non-Essential,Transcription factors,Transcription complexes/Transcriptosome,"Auxotrophies, carbon and",?,4,TRANSCRIPTION,nucleus,4
210,G234191,Non-Essential,Transcription factors,Transcription complexes/Transcriptosome,Conditional phenotypes,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
211,G234191,Non-Essential,Transcription factors,Transcription complexes/Transcriptosome,Conditional phenotypes,?,4,TRANSCRIPTION,nucleus,4
212,G234194,Essential,Protein Kinases,Replication complexes,Cell cycle defects,PS00108,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
213,G234194,Essential,Protein Kinases,Replication complexes,Cell cycle defects,PS00108,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
214,G234194,Essential,Protein Kinases,Replication complexes,Nucleic acid metabolism defects,PS00108,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
215,G234194,Essential,Protein Kinases,Replication complexes,Nucleic acid metabolism defects,PS00108,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
216,G234197,Essential,Actin related proteins,Cytoskeleton,Cell morphology and organelle mutants,PS01132,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,4
217,G234197,Essential,Actin related proteins,Cytoskeleton,Cell morphology and organelle mutants,PS01132,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,4
218,G234197,Essential,Actin related proteins,Cytoskeleton,Cell morphology and organelle mutants,PS01132,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,4
219,G234197,Essential,Actin related proteins,Intracellular transport complexes,Cell morphology and organelle mutants,PS01132,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,4
220,G234197,Essential,Actin related proteins,Intracellular transport complexes,Cell morphology and organelle mutants,PS01132,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,4
221,G234197,Essential,Actin related proteins,Intracellular transport complexes,Cell morphology and organelle mutants,PS01132,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,4
222,G234201,Essential,ATPases,Proteasome,?,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
223,G234201,Essential,ATPases,Proteasome,?,?,4,PROTEIN DESTINATION,nucleus,4
224,G234202,Non-Essential,Protein Kinases,?,Nucleic acid metabolism defects,?,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,4
225,G234202,Non-Essential,Protein Kinases,?,Nucleic acid metabolism defects,?,4,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,4
226,G234202,Non-Essential,Protein Kinases,?,Nucleic acid metabolism defects,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
227,G234205,Non-Essential,Transcription factors,?,Mating and sporulation defects,PS00027,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
228,G234205,Non-Essential,Transcription factors,?,Mating and sporulation defects,PS00027,4,METABOLISM,nucleus,4
229,G234205,Non-Essential,Transcription factors,?,Mating and sporulation defects,PS00027,4,TRANSCRIPTION,nucleus,4
230,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00107,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
231,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00107,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,4
232,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00107,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
233,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00107,4,TRANSCRIPTION,nucleus,4
234,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00108,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
235,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00108,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,4
236,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00108,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
237,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00108,4,TRANSCRIPTION,nucleus,4
238,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Nucleic acid metabolism defects,PS00107,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
239,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Nucleic acid metabolism defects,PS00107,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,4
240,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Nucleic acid metabolism defects,PS00107,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
241,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Nucleic acid metabolism defects,PS00107,4,TRANSCRIPTION,nucleus,4
242,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Nucleic acid metabolism defects,PS00108,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
243,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Nucleic acid metabolism defects,PS00108,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,4
244,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Nucleic acid metabolism defects,PS00108,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
245,G234206,Essential,Protein Kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Nucleic acid metabolism defects,PS00108,4,TRANSCRIPTION,nucleus,4
246,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Conditional phenotypes,PS00107,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
247,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Conditional phenotypes,PS00107,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,4
248,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Conditional phenotypes,PS00107,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
249,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Conditional phenotypes,PS00107,4,TRANSCRIPTION,nucleus,4
250,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Conditional phenotypes,PS00108,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
251,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Conditional phenotypes,PS00108,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,4
252,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Conditional phenotypes,PS00108,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
253,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Conditional phenotypes,PS00108,4,TRANSCRIPTION,nucleus,4
254,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00107,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
255,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00107,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,4
256,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00107,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
257,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00107,4,TRANSCRIPTION,nucleus,4
258,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00108,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
259,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00108,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,4
260,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00108,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
261,G234206,Essential,Protein Kinases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00108,4,TRANSCRIPTION,nucleus,4
262,G234212,Non-Essential,GTP/GDP dissociation inhibitors (GDIs),?,?,?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,4
263,G234212,Non-Essential,GTP/GDP dissociation inhibitors (GDIs),?,?,?,4,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,4
264,G234212,Non-Essential,GTP/GDP dissociation inhibitors (GDIs),?,?,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,4
265,G234214,Essential,Polymerases,Transcription complexes/Transcriptosome,?,PS00115,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
266,G234214,Essential,Polymerases,Transcription complexes/Transcriptosome,?,PS00115,4,TRANSCRIPTION,nucleus,4
267,G234217,Essential,Polymerases,?,?,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
268,G234217,Essential,Polymerases,?,?,?,4,TRANSCRIPTION,nucleus,4
269,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Cell morphology and organelle mutants,?,4,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),vacuole,4
270,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Cell morphology and organelle mutants,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,4
271,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Cell morphology and organelle mutants,?,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,vacuole,4
272,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Cell morphology and organelle mutants,?,4,IONIC HOMEOSTASIS,vacuole,4
273,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Cell morphology and organelle mutants,?,4,TRANSPORT FACILITATION,vacuole,4
274,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Conditional phenotypes,?,4,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),vacuole,4
275,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Conditional phenotypes,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,4
276,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Conditional phenotypes,?,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,vacuole,4
277,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Conditional phenotypes,?,4,IONIC HOMEOSTASIS,vacuole,4
278,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Conditional phenotypes,?,4,TRANSPORT FACILITATION,vacuole,4
279,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Sensitivity to aminoacid analogs and other drugs,?,4,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),vacuole,4
280,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Sensitivity to aminoacid analogs and other drugs,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,4
281,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Sensitivity to aminoacid analogs and other drugs,?,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,vacuole,4
282,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Sensitivity to aminoacid analogs and other drugs,?,4,IONIC HOMEOSTASIS,vacuole,4
283,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Sensitivity to aminoacid analogs and other drugs,?,4,TRANSPORT FACILITATION,vacuole,4
284,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Stress response defects,?,4,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),vacuole,4
285,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Stress response defects,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,4
286,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Stress response defects,?,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,vacuole,4
287,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Stress response defects,?,4,IONIC HOMEOSTASIS,vacuole,4
288,G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",Stress response defects,?,4,TRANSPORT FACILITATION,vacuole,4
289,G234227,Non-Essential,Major facilitator superfamily proteins (MFS),?,"Auxotrophies, carbon and",PS00216,4,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),plasma membrane,4
290,G234227,Non-Essential,Major facilitator superfamily proteins (MFS),?,"Auxotrophies, carbon and",PS00216,4,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,plasma membrane,4
291,G234227,Non-Essential,Major facilitator superfamily proteins (MFS),?,"Auxotrophies, carbon and",PS00216,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,4
292,G234227,Non-Essential,Major facilitator superfamily proteins (MFS),?,"Auxotrophies, carbon and",PS00216,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,4
293,G234227,Non-Essential,Major facilitator superfamily proteins (MFS),?,"Auxotrophies, carbon and",PS00216,4,METABOLISM,plasma membrane,4
